Number comments,Tier,Title,Votes,Date
4,novice,An Interactive Data Science Tutorial,16,2017-04-18 02:23:27.970000000
22,contributor,TitanicLearningQI,70,2017-04-18 01:59:35.610000000
0,contributor,Titanic try,0,2017-04-17 19:04:24.467000000
3,novice,Titanic,1,2017-04-17 13:24:50.560000000
0,novice,Titanic: Machine Learning from Disaster ,1,2017-04-16 17:15:33.083000000
0,novice,A Journey through Titanic,2,2017-04-16 14:49:13.230000000
0,novice,Predictive Analysis of Survival Rate on Titanic,0,2017-04-16 12:01:41.213000000
24,novice,Titanic: Machine Learning from Disaster ,43,2017-04-16 10:52:05.123000000
7,contributor,Feature selection and classifier testing,3,2017-04-14 18:39:21.260000000
2,novice,Exploring Survival on the Titanic,9,2017-04-14 14:46:26.327000000
4,contributor,Notebook for Titanic,2,2017-04-12 12:05:06.740000000
0,contributor,The solution to Titanic Problem: First Attempt,4,2017-04-12 10:11:14.703000000
2,novice,New Group Started - Urban Arithmetic,1,2017-04-12 04:30:45.092084100
156,grandmaster,Pytanic,356,2017-04-11 22:20:20.277000000
7,novice,Predictive Analysis of Survival Rate on Titanic,5,2017-04-11 15:01:14.280000000
0,novice,An Interactive Data Science Tutorial,0,2017-04-11 12:38:27.190000000
1,master,CV score and LB,0,2017-04-10 23:33:26.665419200
4,contributor,Is all the data useful?,1,2017-04-10 20:31:10.978427300
4,novice,Mismatch name error: Need help,0,2017-04-10 17:19:22.628090000
4,novice,Introduction to Ensembling/Stacking in Pyth ace527,6,2017-04-10 01:28:01.730000000
29,novice,New Team,0,2017-04-09 19:08:28.041465800
0,novice,Who all survived the Titanic,6,2017-04-09 01:24:08.030000000
2,contributor,Titanic Classifier Ensemble Stacking with XGBoost,5,2017-04-08 22:40:28.180000000
7,novice,Titanic Random Forest: 82.78%,5,2017-04-08 22:29:45.817000000
2,novice,An Interactive Data Science Tutorial e67527,0,2017-04-08 14:00:57.707000000
0,novice,Titanic Data Science Solutions,0,2017-04-07 13:52:25.707000000
2,novice,A Journey through Titanic 1ad5fd,0,2017-04-07 13:39:20.930000000
4,novice,Test accuracy vs Submission accuracy,0,2017-04-07 05:23:44.239373300
0,novice,Solving the Titanic Problem (Naive Approach),0,2017-04-07 00:20:24.953000000
2,novice,Come from South Park,3,2017-04-06 11:21:51.320000000
10,expert,Increase your model accuracy with this feature,12,2017-04-05 19:37:58.767000000
3,novice,Titanic Data Science Solutions,0,2017-04-05 13:37:30.923000000
2,novice,Worse result after refining prediction in Excel tutorial,0,2017-04-05 08:50:22.536976700
0,novice,Titanic Data Science Solutions - 01,4,2017-04-05 03:37:19.140000000
1,novice,what is wrong in this code? someone help please,0,2017-04-04 16:42:16.641433900
0,novice,My R Titanic,2,2017-04-04 14:48:54.857000000
0,contributor,Test Titanic Data Notebook,1,2017-04-04 12:54:57.670000000
3,novice,An Interactive Data Science Tutorial,0,2017-04-04 09:34:32.937000000
2,contributor,A guide to Titanic challenge,12,2017-04-03 07:52:56.927000000
3,contributor,Low score even though predictions are correct?,0,2017-04-03 06:16:47.669948600
1,novice,0 score,0,2017-04-03 02:21:46.928943400
1,novice,Titanic\u0027s other factors to increase accuracy of ML models,0,2017-04-01 16:48:19.163218600
4,novice,how kaggle calculate the scores in leaderboard?,0,2017-04-01 10:18:41.586896800
11,contributor,try Titanic problem,6,2017-04-01 03:46:04.043000000
0,novice,RandomForest approch with `caret` package,0,2017-03-31 11:27:40.647000000
1,contributor,Trusting in Local-CV or Public-LB?,0,2017-03-31 09:08:35.680419900
2,novice,Notebookce2aafb261,1,2017-03-30 13:14:56.533000000
0,novice,Exploring Survival on the Titanic,2,2017-03-30 06:07:23.403000000
0,novice,Complete Journey Through A First Attempt To Submit,0,2017-03-29 19:32:15.563000000
0,novice,A Journey through Titanic,0,2017-03-29 18:48:42.690000000
7,novice,Titanic best working Classifier,5,2017-03-29 12:28:18.410000000
0,novice,Titanic best working Classifier,2,2017-03-29 01:46:59.360000000
0,contributor,Fork of Fork of titanic 1,2,2017-03-29 00:28:13.580000000
4,novice,Titanic_1,1,2017-03-28 12:00:11.957000000
0,contributor,Titanic Survival Prediction,0,2017-03-28 11:25:51.490000000
0,novice,Notebook0c0ea5581a,2,2017-03-28 06:28:07.683000000
4,contributor,Find the country of origin by last name,2,2017-03-27 14:44:24.077249800
2,novice,One Solution to Titanic Survival Analysis ,3,2017-03-27 05:31:00.053000000
0,novice,An Interactive Data Science Tutorial,0,2017-03-26 16:21:49.243000000
2,novice,Titanic Random Forest: 82.78%,0,2017-03-26 14:16:16.853000000
2,novice,The test data does not contain the Survived column. How to evaluate it? ,0,2017-03-26 12:34:30.532358000
0,novice,First,0,2017-03-26 04:05:16.610000000
0,novice,Titanic Data Science Solutions,2,2017-03-25 23:54:35.323000000
2,contributor,Titanic Problem- Random Forest Classifier with CV,0,2017-03-25 10:47:51.140000000
2,contributor,Scikit-Learn ML from Start to Finish,0,2017-03-24 18:52:44.707000000
0,contributor,Titanic test,0,2017-03-24 09:04:43.730000000
0,novice,Exploratory Tutorial - Titanic ,0,2017-03-23 16:55:25.207000000
0,novice,first_forest,0,2017-03-23 16:03:11.307000000
0,novice,Notebooka3ac5c3aca,2,2017-03-23 14:44:22.897000000
0,novice,Comparison of accuracy of Prediction Models on Titanic Dataset,0,2017-03-23 07:27:50.196056200
0,novice,Introduction to Ensembling/Stacking in Python,0,2017-03-23 06:15:11.223000000
0,novice,An Interactive Data Science Tutorial,0,2017-03-23 02:30:16.803000000
0,novice,Test Titanic,0,2017-03-23 00:48:14.213000000
30,contributor,Predictive Analysis of Survival Rate on Titanic,52,2017-03-22 20:57:46.270000000
7,contributor,Predictions Using Logistic Regression,6,2017-03-22 12:49:28.877000000
0,novice,Titanic Passenger Graphs for Feature Inspection,0,2017-03-22 12:48:46.613000000
1,novice,Submission score of 0.00000 - is something wrong?,1,2017-03-22 02:17:50.128154300
0,novice,Titanic best working Classifier 6927cd,0,2017-03-21 06:30:21.937000000
0,novice,Exploring Survival on the Titanic,0,2017-03-20 19:38:11.913000000
0,contributor,Titanic Data Science Solutions,0,2017-03-20 14:49:56.387000000
0,contributor,Exploring the Titanic dataset with R,15,2017-03-20 13:54:59.073000000
2,contributor,"NASA Astronauts, 1959-Present",0,2017-03-20 06:52:12.820000000
12,novice,Predicting chances of survival on the Titanic,4,2017-03-19 19:35:31.347000000
3,novice,Scikit-Learn ML from Start to Finish,2,2017-03-19 16:04:31.577000000
0,novice,Titanic Random Forest: 82.78% e6c9af,4,2017-03-18 15:09:59.587000000
4,novice,Titanic Data Science Solutions,15,2017-03-18 13:26:38.797000000
0,novice,Titanic DataSet Solution Using Logistic Regression,0,2017-03-18 08:46:26.123000000
2,novice,testing,2,2017-03-17 14:24:13.503000000
7,novice,Titanic Learning,14,2017-03-17 11:43:42.613000000
0,contributor,Exploring Survival on the Titanic,2,2017-03-17 08:22:53.450000000
0,novice,An Interactive Data Science Tutorial,0,2017-03-17 01:52:57.367000000
0,novice,Titanic Data Science Solutions,4,2017-03-16 13:25:53.843000000
0,novice,Introduction to Ensembling/Stacking in Python,1,2017-03-16 07:09:40.017000000
2,novice,An Interactive Data Science Tutorial,0,2017-03-16 02:22:19.440000000
2,novice,Titanic Predictions - Random Forests (\u003e80%),3,2017-03-15 22:55:55.247000000
0,contributor,Notebook0dc1b3f4ae,0,2017-03-15 20:08:10.663000000
0,contributor,Genetic Programming LB ~ 0.88,1,2017-03-15 11:08:14.567000000
4,novice,my project,1,2017-03-15 06:11:46.153000000
17,contributor,DHC: Titanic - Random Forests (\u003e80%),7,2017-03-15 01:22:52.077000000
0,novice,Titanic: random forest using sklearn and pandas,1,2017-03-14 20:34:36.023000000
0,contributor,Titanic Data Science Solutions,0,2017-03-14 14:31:02.163000000
3,novice,test1,0,2017-03-14 07:39:17.700000000
2,contributor,Guide to using AWS Machine Learning and Titanic Dataset ,0,2017-03-14 05:10:17.006581200
4,novice,An Interactive Data Science Tutorial,24,2017-03-13 21:35:50.250000000
1,novice,How does kaggle calculate private leaderboard?,0,2017-03-13 07:05:29.893396700
1,contributor,KNIME and Kaggle Walkthrough - Part 2: Building a simple Model \u0026 submitting a score,0,2017-03-13 03:09:10.749898700
1,contributor,How to properly evaluate the accuracy of classifiers using sklearn?,0,2017-03-13 01:53:39.040028600
2,novice,First test notebook,0,2017-03-12 11:33:49.020000000
3,novice,Titanic - Book 3 - Decision Trees ,0,2017-03-12 10:42:19.143000000
4,contributor,Data design for Titanic dataset,4,2017-03-12 03:10:30.163000000
0,contributor,Titanic Caret,1,2017-03-11 19:59:10.797000000
2,novice,Exploratory Tutorial - Titanic ,2,2017-03-11 17:09:11.057000000
3,contributor,Learning from Exploratory Tutorial - Titanic ,3,2017-03-11 02:50:58.453000000
7,contributor,Rolling in the Deep! ,21,2017-03-11 02:41:13.690000000
4,contributor,TITANIC: SURVIVAL ANALYSIS WITH EXCEL FOR BEGINNERS,1,2017-03-10 18:22:49.916881400
0,contributor,GeneticProgramming,0,2017-03-10 17:43:36.087000000
2,novice,currency of the fare,0,2017-03-09 23:48:05.357784600
0,contributor,Titanic Random Forest: 82.78%,0,2017-03-09 19:05:51.120000000
9,novice,Titanic Data Science Solutions,38,2017-03-09 12:31:22.613000000
7,contributor,SurvivalPrediction,1,2017-03-09 11:55:34.110000000
0,novice,A Journey through Titanic,0,2017-03-08 17:26:25.580000000
0,contributor,based on Genetic Programming LB,0,2017-03-08 10:46:15.720000000
3,contributor,KNIME Tutorials for Data Science,5,2017-03-08 05:19:05.271775900
0,contributor,Scikit-Learn  and GridSearchCV,0,2017-03-08 00:36:44.027000000
4,contributor,Leaderboard Score 1.0?,8,2017-03-08 00:04:02.214030700
0,novice,Titanic ship dataset analysis,2,2017-03-06 15:50:59.073000000
9,contributor,Feature Engineering and several ML Algos,9,2017-03-05 08:48:29.620000000
0,novice,(Fork) Introduction to Ensembling/Stacking,0,2017-03-04 17:03:32.470000000
3,novice,Where exactly is the csv output that I generated?,0,2017-03-04 03:41:08.432845200
0,contributor,Introduction to Ensembling/Stacking in Python,1,2017-03-02 11:53:37.347000000
4,contributor,Machine and Deep Learning - Stacking Classifier,6,2017-02-28 20:41:19.913000000
0,contributor,A Journey through Titanic,0,2017-02-28 16:58:56.447000000
2,contributor,Copy of Titanic best working Classifier,0,2017-02-27 17:17:41.887000000
4,novice,Titanic Random Forest: 82.78%,4,2017-02-27 03:26:55.130000000
0,novice,Notebook918e1ecdee,0,2017-02-27 03:15:10.020000000
2,novice,Random Forest Benchmark (R),0,2017-02-26 04:36:02.403000000
11,novice,Logistic Regression Model Titanic Dataset,0,2017-02-25 17:45:29.420000000
6,novice,Predicting Survival on the Titanic,3,2017-02-25 17:00:32.357000000
2,contributor,Titanic with learning curves,5,2017-02-24 21:08:55.943000000
5,contributor,Swimming in the Titanic Data - Python Way,5,2017-02-24 20:04:27.170000000
17,contributor,Introduction to Decision Trees (Titanic dataset),32,2017-02-21 22:07:43.133000000
0,novice,RealStats,0,2017-02-21 19:07:00.462524200
0,novice,A Journey through Titanic,2,2017-02-21 15:30:44.390000000
0,novice,Multiple Classifiers Trial on Titanic,4,2017-02-21 06:41:17.367000000
0,novice,Py-Titanic ML from Disaster,4,2017-02-20 19:39:05.810000000
2,novice,Titanic best working Classifier 50e9a4,2,2017-02-20 01:12:11.457000000
0,novice,test tensorflow,0,2017-02-19 12:20:27.410000000
2,novice,Titanic Random Forest: 82.78%,6,2017-02-18 12:50:21.907000000
0,expert,keras,0,2017-02-17 07:20:10.393000000
3,contributor,Titanic Ace233,0,2017-02-16 08:58:01.663000000
5,novice,Titanic with Keras,3,2017-02-15 20:53:39.813000000
8,novice,Swimming in the Titanic Data,6,2017-02-15 10:20:21.710000000
4,master,Titanic Random Forest: 82.78%,11,2017-02-15 09:09:43.500000000
2,expert,An Interactive Data Science Tutorial,2,2017-02-14 10:52:32.247000000
2,novice,A Journey through Titanic,0,2017-02-13 03:40:57.130000000
0,contributor,Ensemble of Logistic and Gradient Boosted,0,2017-02-12 22:02:23.897000000
505,master,Introduction to Ensembling/Stacking in Python,2001,2017-02-12 11:00:08.047000000
6,contributor,Who will survive - Titanic?,3,2017-02-12 03:31:59.150000000
3,novice,An Interactive Data Science Tutorial,13,2017-02-11 10:49:49.077000000
2,contributor,GeneticProgramming,1,2017-02-09 17:41:27.610000000
0,contributor,"Feature engineering, data imputation - 80.86",2,2017-02-09 16:09:22.483000000
2,novice,Survival Exploration on the Titanic,4,2017-02-09 05:35:27.360000000
0,novice,My first pen test,1,2017-02-07 17:24:27.823000000
3,novice,Titanic best working Classifier(ma),2,2017-02-07 05:23:09.540000000
2,expert,First Kernel submission,4,2017-02-05 05:48:38.333000000
2,novice,Titanic Random Forest: 82.78%,2,2017-02-05 03:06:35.697000000
0,novice,A Journey through Titanic,1,2017-02-04 16:59:38.040000000
4,novice,Why is there such a big difference between my validation score and the leaderboard score?,2,2017-02-04 13:44:22.874672100
0,novice,Titanic Dataset Competition,2,2017-02-04 12:27:46.913000000
0,novice,A Journey through Titanic 4693d418,2,2017-02-04 06:28:32.027000000
0,novice,Exploring Survival on the Titanic,2,2017-02-04 06:16:54.347000000
2,contributor,Tensorflow,10,2017-02-03 21:24:12.930000000
0,contributor,Titanic Survival Prediction End to End ML Pipeline,1,2017-02-03 19:15:08.600000000
24,contributor,Titanic Random Forest: 82.78%,75,2017-02-03 19:00:01.740000000
0,novice,How can I remove the Submission?,1,2017-02-03 12:44:51.223661300
4,novice,Can we still submit for Titanic?,1,2017-02-03 03:21:29.863745600
3,novice,Fork of A Journey through Titanic 5efc63f7,0,2017-02-01 17:52:12.260000000
2,novice,Exploring The Titanic Dataset,3,2017-02-01 13:38:18.407000000
48,staff,Getting Started with Excel: Kaggle\u0027s Titanic Competition,88,2017-02-01 00:41:56.238051600
2,staff,An Interactive Data Science Tutorial,2,2017-01-31 19:42:42.370000000
1,novice,Problems running genderclassmodel.py,0,2017-01-31 09:28:15.870796300
0,novice,TensorFlow-Titanic,0,2017-01-31 09:00:47.670000000
0,expert,Analyzing Titanic Dataset,13,2017-01-31 04:57:58.987000000
3,contributor,Titanic Voting Classifier w/ Cross Validation,0,2017-01-30 04:17:47.160000000
0,contributor,"Titanic Neural network c(4,2)",0,2017-01-27 06:14:33.803000000
1,contributor,Cold as ice...  surviving Titanic with xgboost,4,2017-01-25 21:26:52.987000000
2,novice,"Different submission file, same score",0,2017-01-25 15:36:06.640000000
6,contributor,Missing values that you can\u0027t miss in Titanic,8,2017-01-25 06:52:59.117000000
76,contributor,An Interactive Data Science Tutorial,390,2017-01-24 12:06:32.943000000
3,expert,Random Forest Benchmark (R)-vf,2,2017-01-24 05:06:07.787000000
2,contributor,Titanic:  Maritime Machine Learning,5,2017-01-24 01:46:01.420000000
2,novice,Titanic Random Forest,0,2017-01-24 01:31:03.823000000
1,novice,Titanic Notebook,2,2017-01-23 21:54:31.180000000
2,contributor,"RandomForest, Feature eng, Imputation - Titanic",5,2017-01-23 16:46:11.827000000
1,contributor,A Journey through Titanic,7,2017-01-23 13:07:14.590000000
0,contributor,Prediction with AdaBoost Algorithm,0,2017-01-23 03:21:57.587000000
2,novice,Data Analysis,4,2017-01-20 09:40:22.870000000
1,novice,A Journey through Titanic,0,2017-01-20 06:44:30.230000000
2,novice,Decision Tree Visualization \u0026 Submission,1,2017-01-17 02:20:20.190000000
10,master,~0.808 with Simple Stacking,36,2017-01-17 00:31:36.197000000
0,novice,Titanic Logistic Regression Classification,0,2017-01-16 01:25:26.740000000
0,contributor,SVM (Kernel: Poly or Sigmoid) is infitively slow,0,2017-01-14 14:49:03.840000000
0,contributor,"Titanic, End-to-end Pipeline/Stacking/GridSearch",0,2017-01-14 10:45:41.340000000
5,novice,syntax problem in reading row from train.csv,0,2017-01-14 08:47:13.750000000
0,contributor,Notebook90867db793,0,2017-01-13 05:49:46.500000000
1,novice,Random Forest Benchmark (R) - Sarah,0,2017-01-12 19:19:10.477000000
1,novice,Account for NA values ,0,2017-01-12 15:07:57.387000000
0,novice,OneHotEncoder,0,2017-01-12 03:17:08.833000000
1,novice,Why is the score on LB bad while the cv result is good for RF ?,0,2017-01-11 13:34:48.317000000
1,novice,If you travel for free you die !!,0,2017-01-11 11:14:35.937000000
1,novice,Does a fold mean a split or one fold in the split?,0,2017-01-11 09:23:28.447000000
0,contributor,Random Forest in R vs in Python,2,2017-01-11 06:05:45.603000000
0,contributor,Effect of PassengerId,0,2017-01-10 05:44:04.727000000
0,contributor,Genetic Programming LB ~ 0.88,0,2017-01-10 04:14:08.533000000
0,contributor,Rapid Explore Titanic without coding,0,2017-01-09 02:50:43.797000000
1,contributor,A Journey through Titanic,0,2017-01-08 13:21:37.893000000
13,contributor,Titanic: Data Analysis and Machine Learning,23,2017-01-07 17:51:36.027000000
1,novice,Exploring Survival on the Titanic,0,2017-01-06 17:13:43.647000000
1,contributor,Titanic Survive Analysis,2,2017-01-06 13:31:55.457000000
2,contributor,solution,1,2017-01-06 06:53:36.267000000
1,contributor,A forked Journey through Titanic,0,2017-01-06 05:18:08.453000000
2,expert,My Titanic Attempt,5,2017-01-05 17:18:28.680000000
3,contributor,"Titanic, Mechanic, Machine Learning",10,2017-01-05 16:25:03.277000000
2,novice,Best Model: Mixed classifier,4,2017-01-02 04:52:57.450000000
0,novice,Am I allowed to infer race from names?,0,2017-01-01 23:39:29.873000000
546,contributor,Titanic Data Science Solutions,1638,2017-01-01 13:38:35.613000000
1,novice,Titanic Solution: Utility and Main Scripts,0,2017-01-01 00:58:11.513000000
0,contributor,Why the dataset is allready splitted,1,2016-12-31 09:11:56.777000000
6,contributor,Titantic Survival Data Exploration,5,2016-12-30 23:40:00.340000000
7,novice,Titanic Survivorship Analysis,12,2016-12-30 18:30:35.370000000
2,contributor,Titanic - Data Visualization \u0026 ML,7,2016-12-30 18:00:56.877000000
1,novice,Simple RandomForest,0,2016-12-29 18:24:36.243000000
0,novice,how to use R in kaggle,0,2016-12-28 23:36:40.550000000
1,staff,Notebook62bc708404,0,2016-12-28 21:15:13.340000000
0,contributor,test kaggle,0,2016-12-28 11:06:54.083000000
1,novice,"R - script Error : predict.randomForest(rf, test) : missing values in newdata",0,2016-12-27 10:19:09.967000000
2,novice,Newby Problem! Problem with predicting on test set.,0,2016-12-27 07:19:56.547000000
64,expert,Titanic Survival Prediction End to End ML Pipeline,278,2016-12-26 11:23:20.890000000
0,novice,Exploring Titanic Survival with Chainer,0,2016-12-25 20:41:29.463000000
0,contributor,GridSearchCV is selecting parameters giving low accuracy?,0,2016-12-25 20:04:15.967000000
0,contributor,Plotting the Decision Boundary / Decision Surface,0,2016-12-25 12:37:58.617000000
5,expert,A_Simple_Genetic_Programming,6,2016-12-23 13:56:51.240000000
1,novice,In leaderboard some people have 1 score. What’s up about it？,0,2016-12-22 15:57:24.177000000
0,novice,ERROR FLOAT32,0,2016-12-22 02:03:03.323000000
2,contributor,Yet Another Titanic Dataset Analysis,2,2016-12-21 23:36:26.090000000
2,novice,Yet Another Beginning Titanic Entry,3,2016-12-21 04:22:32.223000000
2,contributor,First prediction – All Female Survived,3,2016-12-20 15:27:29.853000000
1,contributor,A Journey through Titanic e3738683,0,2016-12-19 11:24:53.910000000
2,novice,A Journey through Titanic aad1adde,0,2016-12-18 12:46:33.690000000
1,contributor,Random Forest Benchmark (R),0,2016-12-17 10:48:25.940000000
4,contributor,Genetic Programming (R example),6,2016-12-17 10:01:40.953000000
1,novice,First Kaggle Submission,0,2016-12-16 07:56:16.540000000
6,novice,Openning csv file,0,2016-12-15 19:16:11.003000000
1,novice,Random Forest Benchmark (R),0,2016-12-15 03:35:35.180000000
2,novice,Sink or survive?,2,2016-12-14 22:06:48.600000000
0,novice,Building model for titanic,0,2016-12-14 17:49:26.227000000
2,novice,A Journey through Titanic 4af7ca2b,0,2016-12-14 16:16:45.547000000
2,novice,Titanic Data Wrangling and Analysis,2,2016-12-14 10:00:28.830000000
0,novice,A Journey through Titanic,0,2016-12-14 08:29:14.743000000
1,contributor,A Journey through Titanic,0,2016-12-13 22:03:07.523000000
1,novice,Description of Files,0,2016-12-13 21:18:09.307000000
0,novice,Error in solution from proportion of survivors,0,2016-12-13 12:31:31.860000000
1,novice,Can I fill miss data by learning algorithm？,0,2016-12-12 10:11:43.060000000
2,novice,CSV file write problem,0,2016-12-11 17:12:02.203000000
6,contributor,Save the Families!,10,2016-12-11 12:07:29.020000000
101,contributor,Titanic best working Classifier,435,2016-12-10 18:56:35.933000000
1,novice,A Journey through Titanic aeb4367c,0,2016-12-10 15:10:05.343000000
3,contributor,Submission error message,0,2016-12-10 13:10:48.140000000
0,contributor,Submission error,0,2016-12-09 18:48:38.613000000
1,contributor,Notebookc9681ca417,0,2016-12-09 17:18:03.153000000
1,novice,feature engineering question,0,2016-12-09 01:08:51.223000000
3,contributor,What\u0027s a Good Score for the Titanic Competition?,3,2016-12-08 01:36:41.423000000
0,novice,Beginner Help,0,2016-12-07 21:04:58.900000000
1,novice,Help getting the predictions in TensorFlow,0,2016-12-06 19:21:21.627000000
0,contributor,Neural Net Implementation,0,2016-12-06 18:03:57.037000000
5,novice,Sigmoid function for LogisticRegression/NeuralNets,1,2016-12-03 07:55:44.290000000
1,novice,Leaderboard,0,2016-12-01 20:23:10.287000000
0,novice,Leaderboard,0,2016-12-01 20:21:58.237000000
1,novice,Titanic Modelling,3,2016-11-28 03:54:19.600000000
0,novice,gbdt overfitting,0,2016-11-26 14:31:21.267000000
1,novice,A Journey through Titanic a18651b5,0,2016-11-26 09:09:39.930000000
0,contributor,Random Forest VS SVM,0,2016-11-26 05:46:39.517000000
0,novice,Titanic Survivors,0,2016-11-24 13:09:40.360000000
1,novice,Decision Tree Visualization \u0026 Submission,0,2016-11-24 09:13:43.973000000
1,contributor,My First Neural Network,0,2016-11-24 01:20:51.347000000
1,contributor,Modify the data in the Fare column to = 39,0,2016-11-23 14:08:48.240000000
2,novice,StartScript,0,2016-11-23 05:06:33.103000000
1,novice,Exploring Survival on the Titanic,0,2016-11-23 00:09:55.393000000
0,novice,A Journey through Titanic,1,2016-11-22 19:47:57.510000000
0,novice,Gradient boosting,0,2016-11-22 03:32:04.377000000
0,contributor,Titanic Script ,0,2016-11-20 17:36:13.770000000
1,novice,Notebook47f1e61714,1,2016-11-20 14:19:56.703000000
1,novice,My first Python script,1,2016-11-20 14:12:05.643000000
4,novice,Random forest gives better results with less estimators?,0,2016-11-19 18:34:41.500000000
1,contributor,A Journey through Titanic,0,2016-11-19 14:07:16.393000000
0,novice,SVM Model,0,2016-11-18 00:19:09.747000000
1,contributor,titanic_neural_0.080861,3,2016-11-17 02:37:55.123000000
4,novice,Converting Fields From Blur to Countable Fields,0,2016-11-17 02:03:42.197000000
1,contributor,A Journey through Titanic,4,2016-11-15 11:12:25.297000000
1,novice,Random Forest Benchmark (R),3,2016-11-15 06:10:51.403000000
2,novice,Titanic: PreProcessing + ML Tutorial,4,2016-11-14 21:26:51.680000000
0,contributor,Feature Engineering \u0026 Theory for Missing Values,1,2016-11-13 23:59:36.727000000
2,contributor,Titanic using SVM classifierx,2,2016-11-12 12:12:36.417000000
6,contributor,Tensorflow/Keras on Titanic dataset,8,2016-11-11 18:40:27.927000000
1,contributor,Titanic Random Forest,0,2016-11-11 16:55:28.263000000
2,novice,Titanic without Visualizations,3,2016-11-11 00:08:59.280000000
3,contributor,Roy\u0027s Titanic Notebook,25,2016-11-10 14:12:19.180000000
33,contributor,Predicting Survival on the Titanic,48,2016-11-09 02:01:01.970000000
0,novice,Dynamic Data Analysis,0,2016-11-09 00:23:47.457000000
0,expert,Using VotingClassifier to score above 0.8,0,2016-11-07 17:30:35.403000000
2,expert,Exploratory Tutorial - Titanic Disaster,9,2016-11-05 11:48:20.190000000
2,expert,Titanic: Machine Learning from a disaster,3,2016-11-05 08:39:50.170000000
2,novice,Exploring Survival on the Titanic,0,2016-11-04 19:04:27.990000000
1,contributor,Exploratory Tutorial - Titanic ,0,2016-11-02 17:29:49.387000000
0,contributor,Titanic Data Analysis,0,2016-11-02 17:20:11.450000000
2,contributor,Test12,0,2016-11-02 13:24:44.547000000
1,novice,Titanic: Comparison of classifiers,6,2016-11-02 12:59:10.527000000
3,contributor,Titanic RandomForest Mice,2,2016-11-01 18:48:00.787000000
0,novice,Rank deficiency for qda in train data set,1,2016-11-01 06:29:08.317000000
5,contributor,Genetic Programming LB ~ 0.88 (Forked),2,2016-10-31 20:13:32.170000000
1,novice,helloworld_mredmundto,0,2016-10-29 09:53:08.517000000
6,contributor,Getting started with Python,0,2016-10-27 17:05:25.093000000
1,contributor,Copy of \u0027Titanic. ~0.79 score\u0027 for learning,0,2016-10-27 07:03:50.573000000
1,contributor,Random Forest Benchmark (R),1,2016-10-26 21:14:54.820000000
1,novice,A Journey through Titanic,0,2016-10-25 02:23:36.887000000
1,contributor,titanic test,0,2016-10-24 20:28:20.857000000
1,contributor,titanic,0,2016-10-24 07:41:14.767000000
0,novice,Survival_table resulting all 0.0000,0,2016-10-23 05:49:38.670000000
3,novice,Train.csv cannot convert string to float,2,2016-10-22 13:19:05.017000000
2,contributor,Data Leak?,0,2016-10-19 22:07:07.803000000
0,novice,TitanicSurvival - DataAnalysis \u0026 MachineLearning,5,2016-10-19 08:57:33.727000000
0,novice,"Imbalanced data (SMOTE, ADASYN)",0,2016-10-17 21:25:08.207000000
2,novice,test.csv faulty,1,2016-10-17 20:10:38.790000000
1,novice,test77,1,2016-10-16 04:48:32.997000000
2,novice,Age: At the core?,0,2016-10-15 15:04:33.723000000
2,novice,Questions regarding column  ,0,2016-10-14 19:27:09.750000000
3,novice,How to deal with SettingWithCopyWarning?,0,2016-10-13 16:57:23.350000000
1,contributor,Notebook6459d4391f,1,2016-10-12 10:43:13.373000000
0,novice,Leakage or not Leakage?,1,2016-10-11 12:11:49.677000000
0,novice,Neural Network Prediction,0,2016-10-10 10:20:02.557000000
1,novice,TitanicPrediction,0,2016-10-10 04:18:53.607000000
17,contributor,Exploratory Tutorial - Titanic ,65,2016-10-09 18:30:31.040000000
0,novice,NA in Random Forest Prediction,0,2016-10-09 14:33:26.203000000
11,contributor,How to evaluate model when test data does not show whether survived or not?!,0,2016-10-09 03:33:54.070000000
1,novice,A Journey through Titanic,0,2016-10-08 10:25:38.303000000
0,contributor,new notebook - Guided by a confusion matrix,0,2016-10-07 15:01:19.317000000
9,contributor,Titanic - Guided by a confusion matrix,7,2016-10-06 16:34:45.700000000
3,contributor,Titanic,1,2016-10-06 08:42:16.577000000
1,novice,read csv file,1,2016-10-05 13:24:11.337000000
0,novice,[BigData] Explore the titanic data with Apache Spark,0,2016-10-02 23:22:11.380000000
1,contributor,Fork of voi_first_try,0,2016-09-29 12:56:30.270000000
1,novice,Titanic - First Neural Network Approach,0,2016-09-28 23:16:53.413000000
1,novice,Why do get a Score of \u00270\u0027 ? ,0,2016-09-28 06:41:40.610000000
2,novice,Titanic Dataset Question,0,2016-09-27 14:02:12.047000000
0,novice,Titanic \u0022incomplete\u0022 data samples,0,2016-09-27 13:10:38.210000000
1,contributor,Exploring Survival on the Titanic,0,2016-09-27 07:55:10.867000000
1,novice,Deliverable,0,2016-09-26 17:24:51.563000000
0,novice,Converting dtype Object to Integer in Python,0,2016-09-25 00:32:13.317000000
1,novice,Exploring Survival on the Titanic,0,2016-09-24 13:01:15.670000000
0,novice,"Titanic: Majority vote of Ridge, RF and GBM",2,2016-09-20 20:20:00.117000000
3,novice,"Titanic: Majority vote of Ridge, Random forest and GBM",1,2016-09-20 19:57:46.510000000
3,novice,Basic Model Using Pandas and sklearn,7,2016-09-20 10:33:46.420000000
0,novice,Information about dataset origin,0,2016-09-20 08:32:03.687000000
